URL,Title,Localisation,Price,Chambre,Salle de bain,Type,Secteur,Salons,Surface habitable,Age de bien,Etage,Frais de syndic,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine equipee,Duplex,Meuble,Parking,Securite,Terrasse
https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_55386463.htm,Appartement à vendre 110 m² à Casablanca,Casablanca,1 000 000 DH,3,2,Vendre,Sidi Bernoussi,1.0,110.0,6-10 ans,Rez de chaussée,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/c.i.l/appartements/NEW_ADRCIL_2___Appartement_%C3%A0_vendre_%C3%A0_CIL_55605184.htm,NEW-ADRCIL-2 - Appartement à vendre à CIL,Casablanca,2 680 000 DH,2,2,Vendre,C.I.L,,92.0,,1,,oui,oui,non,non,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/c.i.l/appartements/NEW_ADRCIL_1___Appartement_%C3%A0_vendre_%C3%A0_CIL_55605181.htm,NEW-ADRCIL-1 - Appartement à vendre à CIL,Casablanca,3 340 000 DH,3,2,Vendre,C.I.L,,121.0,,1,,oui,oui,non,non,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/bourgogne/appartements/belle_appartement_a_vendre_55605166.htm,belle appartement a vendre,Casablanca,7 500 000 DH,2,1,Vendre,Bourgogne,1.0,56.0,11-20 ans,5,200.0,oui,oui,non,non,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/founty/appartements/Luxe_Appartement_%C3%A0_vendre_Founty_agadir__55604568.htm,Luxe Appartement à vendre Founty agadir,Agadir,2 200 000 DH,2,2,Vendre,Founty,1.0,105.0,1-5 ans,3,,oui,oui,non,oui,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/le_bord_de_mer/appartements/A_vendre_Luxe_appartement_a_taghazout_bay__55604550.htm,A vendre Luxe appartement a taghazout bay,Agadir,2 500 000 DH,2,2,Vendre,Le bord de mer,1.0,95.0,1-5 ans,Rez de chaussée,,oui,oui,non,oui,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_vendre_114_m%C2%B2_%C3%A0_Rabat_55604469.htm,Appartement à vendre 114 m² à Rabat,Rabat,1 850 000 DH,2,2,Vendre,Hassan,1.0,114.0,21+ ans,3,200.0,oui,non,non,non,oui,non,non,non,non,non,oui
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_90_m%C2%B2_%C3%A0_F%C3%A8s_HAY_ZINEB_55604429.htm,Appartement 90 m² à Fès-HAY ZINEB,Fès,420 000 DH,2,1,Vendre,Autre secteur,2.0,90.0,,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/nassim/appartements/Appartement_moyen_standing_55604194.htm,Appartement moyen standing,Mohammedia,310 000 DH,1,1,Vendre,Nassim,1.0,44.0,,4,,non,oui,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/had_soualem/appartements/appartement_a_vendre_55603654.htm,appartement a vendre,Had Soualem,230 000 DH,3,1,Vendre,Toute la ville,1.0,65.0,1-5 ans,Rez de chaussée,30.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_142_m%C2%B2_%C3%A0_Rabat_55469226.htm,Appartement à vendre 142 m² à Rabat,Rabat,3 400 000 DH,3,2,Vendre,Hay Riad,2.0,142.0,11-20 ans,1,300.0,oui,oui,oui,oui,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/sbata/appartements/appartement_a_vendre_55603405.htm,appartement a vendre,Casablanca,640 000 DH,3,2,Vendre,Sbata,1.0,77.0,6-10 ans,3,120.0,non,oui,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/sefrou/appartements/Appartement_hjar_houari_55603288.htm,Appartement hjar houari,Sefrou,520 000 DH,2,1,Vendre,Toute la ville,2.0,,,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/maamora/appartements/Appartement_%C3%A0_vendre_%C3%A0_Maamora_K%C3%A9nitra_55603214.htm,Appartement à vendre à Maamora Kénitra,Kénitra,880 000 DH,2,2,Vendre,Maamora,1.0,86.0,6-10 ans,Rez de chaussée,,oui,non,non,non,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/targa/appartements/appartement_a_vendre__55603076.htm,appartement a vendre,Marrakech,1 200 000 DH,3,2,Vendre,Targa,2.0,177.0,6-10 ans,3,200.0,non,oui,non,non,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/ain_el_hayat/appartements/Appartement_skhirate_%C3%A0_vendre__55603001.htm,Appartement skhirate à vendre,Skhirat,620 000 DH,2,1,Vendre,Ain el Hayat,1.0,84.0,11-20 ans,1,,non,oui,non,non,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/wafa/appartements/bel_appart_87m%C2%B2_bien_ensoleill%C3%A9_1er_etag_sur_wafa_55602843.htm,bel appart 87m² bien ensoleillé 1er etag sur wafa,Mohammedia,800 000 DH,2,1,Vendre,Wafa,1.0,87.0,,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/al_hadiqa/appartements/Apparemment_a_vendre_a_fes_55602813.htm,Apparemment a vendre a fes,Fès,800 000 DH,3,2,Vendre,Al Hadiqa,1.0,137.0,11-20 ans,1,50.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Casablanca_54793427.htm,Appartement à vendre 90 m² à Casablanca,Casablanca,PRIX NON SPÉCIFIÉ,3,2,Vendre,Beauséjour,1.0,90.0,21+ ans,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/castilla/appartements/Appartement_%C3%A0_vendre_103_m%C2%B2_%C3%A0_Tanger_55602600.htm,Appartement à vendre 103 m² à Tanger,Tanger,1 650 000 DH,2,2,Vendre,Castilla,1.0,103.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_al_horria/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Mohammedia_55602448.htm,Appartement à vendre 88 m² à Mohammedia,Mohammedia,PRIX NON SPÉCIFIÉ,2,2,Vendre,Hay Al Horria,1.0,88.0,Neuf,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/mers_sultan/appartements/Appartement_%C3%A0_vendre_44_5m%C2%B2_jusqu_au_80_5m%C2%B2_%C3%A0_casa_55258049.htm,"Appartement à vendre 44,5m² jusqu'au 80,5m² à casa",Casablanca,PRIX NON SPÉCIFIÉ,2,2,Vendre,Mers Sultan,1.0,47.0,Neuf,1,300.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_120_m%C2%B2_%C3%A0_Casablanca_54892034.htm,Appartement 120 m² à Casablanca,Casablanca,PRIX NON SPÉCIFIÉ,2,2,Vendre,Quartier des Hôpitaux,2.0,120.0,6-10 ans,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_karima/appartements/App_%C3%A0_vendre_a_hay_karima_55601727.htm,App à vendre a hay karima,Salé,PRIX NON SPÉCIFIÉ,2,2,Vendre,Hay Karima,1.0,67.0,21+ ans,Rez de chaussée,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_chmaou/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Sal%C3%A9_55601492.htm,Appartement à vendre 98 m² à Salé,Salé,749 000 DH,3,2,Vendre,Hay Chmaou,1.0,98.0,11-20 ans,3,,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/vi/54743695.htm,Appartement à vendre 157 m² à Casablanca,Casablanca,PRIX NON SPÉCIFIÉ,3,2,Vendre,2 Mars,2.0,157.0,11-20 ans,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/vi/53634704.htm,Appartement à vendre 80 m² à Agadir,Agadir,640 000 DH,3,2,Vendre,Abattoirs,1.0,80.0,Neuf,1,80.0,oui,oui,non,non,oui,non,oui,non,oui,non,oui
https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Casablanca_55601389.htm,Appartement à vendre 88 m² à Casablanca,Casablanca,PRIX NON SPÉCIFIÉ,3,2,Vendre,Roches Noires,1.0,88.0,11-20 ans,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/autre_secteur/appartements/Apparemment_60_m%C3%A8tre_avenue_nakhil_55601373.htm,Apparemment 60 mètre avenue nakhil,Tanger,PRIX NON SPÉCIFIÉ,3,2,Vendre,Autre secteur,1.0,60.0,,3,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_essalam/appartements/Appartement__55601180.htm,Appartement,Safi,330 000 DH,3,2,Vendre,Hay essalam,2.0,60.0,6-10 ans,2,,non,non,non,non,non,non,non,non,non,non,oui
https://www.avito.ma/fr/victoria/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Bouskoura_55311174.htm,Appartement à vendre 88 m² à Bouskoura,Bouskoura,8 500 DH,2,2,Vendre,Victoria,1.0,88.0,Neuf,4,,oui,non,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/victoria/appartements/Appartement_%C3%A0_vendre_73_m%C2%B2_%C3%A0_Bouskoura_55318941.htm,Appartement à vendre 73 m² à Bouskoura,Bouskoura,8 500 DH,2,2,Vendre,Victoria,1.0,73.0,Neuf,4,,oui,oui,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Skhirat_55600823.htm,Appartement à vendre 70 m² à Skhirat,Skhirat,700 000 DH,2,2,Vendre,Autre secteur,1.0,70.0,6-10 ans,3,120.0,non,oui,non,non,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/derb_omar/appartements/Appartement_%C3%A0_vendre_de_84_m%C2%B2_a_101_m%C2%B2_%C3%A0_Casa_55342232.htm,Appartement à vendre de 84 m² a 101 m² à Casa,Casablanca,PRIX NON SPÉCIFIÉ,2,2,Vendre,Derb Omar,1.0,84.0,Neuf,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/bettana/appartements/Appartement_%C3%A0_vendre_%C3%A0_Bettana_Sal%C3%A9_110m2_55536336.htm,Appartement à vendre à Bettana Salé 110m2,Salé,1 500 000 DH,4,2,Vendre,Bettana,1.0,110.0,11-20 ans,3,300.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_chmaou/appartements/appartement_a_vendre_a_Hay_chmaou_sal%C3%A9__55599889.htm,appartement a vendre a Hay chmaou salé,Salé,560 000 DH,2,1,Vendre,Hay Chmaou,1.0,64.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_K%C3%A9nitra_48914351.htm,Appartement à vendre 130 m² à Kénitra,Kénitra,970 000 DH,3,1,Vendre,Autre secteur,1.0,110.0,Neuf,2,,non,oui,non,oui,non,non,non,non,oui,non,non
https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Agadir_55599478.htm,Appartement à vendre 65 m² à Agadir,Agadir,700 000 DH,2,1,Vendre,Hay Salam,1.0,65.0,,2,100.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Tanger_55512549.htm,Appartement à vendre 57 m² à Tanger,Tanger,684 000 DH,2,1,Vendre,Centre,1.0,57.0,Neuf,3,,oui,oui,non,non,oui,non,non,non,non,non,non
https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55599166.htm,Appartement à vendre 50 m² à Casablanca,Casablanca,340 000 DH,2,1,Vendre,Sidi Moumen,1.0,50.0,11-20 ans,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/lissasfa/appartements/appartement_a_vendre__55599144.htm,appartement a vendre,Casablanca,2 000 DH,5,3,Vendre,Lissasfa,1.0,110.0,11-20 ans,1,50.0,non,non,non,oui,non,non,non,non,non,non,non
https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Berrechid_55598836.htm,Appartement à vendre 63 m² à Berrechid,Berrechid,PRIX NON SPÉCIFIÉ,5,3,Vendre,Toute la ville,1.0,63.0,11-20 ans,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/fassi/appartements/APPARTEMENT_A_VENDRE__55598627.htm,APPARTEMENT A VENDRE,Marrakech,PRIX NON SPÉCIFIÉ,5,3,Vendre,Fassi,1.0,104.0,Neuf,3,100.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/sala_el_jadida/appartements/appartement_a_vendre_a_Sala_Al_jadida__55598548.htm,appartement a vendre a Sala Al jadida,Salé,500 000 DH,2,1,Vendre,Sala El Jadida,1.0,58.0,11-20 ans,2,50.0,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/autre_secteur/appartements/belle_appartement_a_sesir__55598401.htm,belle appartement a sesir,Kénitra,PRIX NON SPÉCIFIÉ,2,1,Vendre,Autre secteur,1.0,100.0,Neuf,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Tanger_55598131.htm,Appartement à vendre 98 m² à Tanger,Tanger,1 550 000 DH,2,1,Vendre,Centre,2.0,98.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/m'hamid/appartements/Appartement_%C3%A0_vendre_146_m%C2%B2_%C3%A0_Marrakech_55362112.htm,Appartement à vendre 146 m² à Marrakech,Marrakech,850 000 DH,3,2,Vendre,M'Hamid,2.0,146.0,11-20 ans,1,50.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/les_portes_de_marrakech/appartements/appartement_a_vendre_a_doha_abwab_Marrakech__55597800.htm,appartement a vendre a doha abwab Marrakech,Marrakech,340 000 DH,2,1,Vendre,Les Portes de Marrakech,1.0,59.0,6-10 ans,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/bournazil/appartements/appartement_%C3%A0_vendre__55597750.htm,appartement à vendre,Casablanca,560 000 DH,2,1,Vendre,Bournazil,1.0,56.0,21+ ans,1,,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_al_horria/appartements/Appartement_%C3%A0_vendre_127_m%C2%B2_%C3%A0_Mohammedia_55597721.htm,Appartement à vendre 127 m² à Mohammedia,Mohammedia,PRIX NON SPÉCIFIÉ,2,1,Vendre,Hay Al Horria,2.0,127.0,Neuf,3,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/californie/locations_de_vacances/Appartement_a_vendre___californie___55597638.htm,Appartement a vendre ( californie ),Casablanca,260 DH /Nuit,2,1,,Californie,,,,,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/oasis/appartements/Appartement_de_104_m%C2%B2_au_quartier_Oasis_54966533.htm,Appartement de 104 m² au quartier Oasis,Casablanca,1 900 000 DH,2,2,Vendre,Oasis,2.0,104.0,1-5 ans,1,,oui,oui,oui,oui,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/mesnana/appartements/appartement_Propre_a_mesnana__55597139.htm,appartement Propre a mesnana,Tanger,1 170 000 DH,3,2,Vendre,Mesnana,1.0,94.0,1-5 ans,2,150.0,oui,non,non,non,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_103_m%C2%B2_%C3%A0_F%C3%A8s_55461293.htm,Appartement à vendre 103 m² à Fès,Fès,880 000 DH,3,2,Vendre,Centre,2.0,103.0,6-10 ans,1,200.0,oui,oui,oui,oui,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Casablanca_55596647.htm,Appartement à vendre 134 m² à Casablanca,Casablanca,3 850 000 DH,3,3,Vendre,Racine,1.0,134.0,Neuf,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/bournazil/appartements/Appartement_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Casablanca_55596578.htm,Appartement à vendre 57 m² à Casablanca,Casablanca,360 000 DH,2,1,Vendre,Bournazil,1.0,57.0,6-10 ans,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/maamora/appartements/appt_a_vendre_118_m%C2%B2_kenitra__55596319.htm,appt a vendre 118 m² kenitra,Kénitra,PRIX NON SPÉCIFIÉ,2,1,Vendre,Maamora,2.0,118.0,1-5 ans,5,200.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/2_mars/appartements/appartement_alami_55596242.htm,appartement alami,Casablanca,PRIX NON SPÉCIFIÉ,2,1,Vendre,2 Mars,2.0,126.0,6-10 ans,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_a_vendre_a_Damane_Ain_chok_55596180.htm,Appartement a vendre a Damane Ain chok,Casablanca,470 000 DH,2,2,Vendre,Aïn Chock,1.0,56.0,6-10 ans,3,50.0,non,oui,non,non,non,non,non,non,non,non,oui
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_sidi_boujida__F%C3%A8s_55595889.htm,Appartement à vendre à sidi boujida Fès,Fès,160 000 DH,2,1,Vendre,Autre secteur,1.0,64.0,21+ ans,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/tilila/appartements/Appartement_%C3%A0_vendre_45_m%C2%B2_%C3%A0_Agadir_55595742.htm,Appartement à vendre 45 m² à Agadir,Agadir,300 000 DH,1,1,Vendre,Tilila,1.0,45.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/californie/appartements/CALIFORNIE_APPT_A_VENDRE_AVEC_TERRASSE_84_m%C2%B2_55204072.htm,CALIFORNIE APPT A VENDRE AVEC TERRASSE 84 m²,Casablanca,1 250 000 DH,1,1,Vendre,Californie,1.0,84.0,1-5 ans,3,,non,non,oui,oui,oui,non,non,non,oui,non,oui
https://www.avito.ma/vi/55712406.htm,A vendre appartement titré,Salé,PRIX NON SPÉCIFIÉ,1,1,Vendre,Sidi Abdellah,1.0,180.0,Neuf,Rez de chaussée,200.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/vi/55462984.htm,Appartement à vendre 95 m² à Mohammedia,Mohammedia,1 470 000 DH,2,1,Vendre,Mimosas,1.0,95.0,Neuf,2,400.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/centre/appartements/Appartement_neuf_%C3%A0_vendre___Centre_K%C3%A9nitra_55595169.htm,Appartement neuf à vendre - Centre Kénitra,Kénitra,700 000 DH,1,1,Vendre,Centre,1.0,47.0,Neuf,8,,oui,oui,non,oui,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Agadir_55595101.htm,Appartement à vendre 63 m² à Agadir,Agadir,540 000 DH,2,1,Vendre,Hay Salam,1.0,63.0,6-10 ans,2,100.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_92_m%C2%B2_%C3%A0_Bouznika_55594555.htm,Appartement à vendre 92 m² à Bouznika,Bouznika,660 000 DH,3,1,Vendre,Autre secteur,1.0,92.0,,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/najd/appartements/%D8%B4%D9%82%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D8%A8%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82_%D8%A7%D9%84%D8%A7%D9%88%D9%84_55594518.htm,??? ????? ??????? ?????,El Jadida,1 150 000 DH,4,1,Vendre,Najd,1.0,120.0,11-20 ans,1,,non,oui,oui,non,non,non,non,non,non,non,oui
https://www.avito.ma/fr/errahma/appartements/appart_%C3%A0_vendre__55594294.htm,appart à vendre,Casablanca,330 000 DH,2,1,Vendre,Errahma,1.0,50.0,6-10 ans,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/centre_ville/appartements/bel_appartement_sup_74m2_centre_ville_55593924.htm,bel appartement sup 74m2 centre ville,Mohammedia,660 000 DH,2,1,Vendre,Centre Ville,1.0,74.0,,Rez de chaussée,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hamria/appartements/appartement_a_vendre__55593877.htm,appartement a vendre,Meknès,320 000 DH,2,1,Vendre,Hamria,1.0,58.0,11-20 ans,1,,non,non,non,non,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/autre_secteur/appartements/%D8%B4%D9%82%D9%82_%D8%A7%D9%84%D8%AF%D8%B9%D9%85_%D8%A8%D8%AB%D9%85%D9%86_%D8%AC%D8%AF_%D9%85%D9%86%D8%A7%D8%B3%D8%A8__55459028.htm,??? ????? ???? ?? ?????,Meknès,360 000 DH,3,2,Vendre,Autre secteur,1.0,64.0,Neuf,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_F%C3%A8s_55593176.htm,Appartement à vendre 52 m² à Fès,Fès,PRIX NON SPÉCIFIÉ,3,2,Vendre,Route Ain Chkaf,1.0,52.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_F%C3%A8s_55593161.htm,Appartement à vendre 52 m² à Fès,Fès,PRIX NON SPÉCIFIÉ,3,2,Vendre,Route Ain Chkaf,1.0,52.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/tassila/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Agadir_55593091.htm,Appartement à vendre 56 m² à Agadir,Agadir,500 000 DH,2,1,Vendre,Tassila,1.0,56.0,1-5 ans,Rez de chaussée,,non,non,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Temara_55593043.htm,Appartement à vendre 78 m² à Temara,Temara,850 000 DH,2,2,Vendre,Autre secteur,1.0,78.0,11-20 ans,4,150.0,oui,oui,non,non,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/bourgogne/appartements/appartement_meubl%C3%A9_a_louer_et_%C3%A0_vendre__55593032.htm,appartement meublé a louer et à vendre,Casablanca,PRIX NON SPÉCIFIÉ,2,2,Location,Bourgogne,1.0,74.0,,7+,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/du_golf/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_%C3%A0_Tanger_55593028.htm,Appartement à vendre 85 m² à Tanger,Tanger,700 000 DH,2,2,Vendre,Du Golf,1.0,85.0,Neuf,1,250.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/dar_bouazza/appartements/appartement_a_vendre_haute_standing_55592202.htm,appartement a vendre haute standing,Dar Bouazza,1 080 000 DH,2,1,Vendre,Toute la ville,1.0,90.0,Neuf,2,200.0,oui,oui,oui,oui,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_55592172.htm,Appartement à vendre,Rabat,PRIX NON SPÉCIFIÉ,2,1,Vendre,Agdal,1.0,87.0,6-10 ans,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/ain_sebaa/appartements/appartement_a_vendre__55592039.htm,appartement a vendre,Casablanca,460 000 DH,2,2,Vendre,Ain Sebaa,0.0,64.0,11-20 ans,2,,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/bourgogne/appartements/appartement_a_vendre_a_bourgone_55591611.htm,appartement a vendre a bourgone,Casablanca,840 000 DH,2,2,Vendre,Bourgogne,1.0,70.0,11-20 ans,3,,oui,oui,non,non,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_71_m%C2%B2_%C3%A0_Casablanca_55591407.htm,Appartement à vendre 71 m² à Casablanca,Casablanca,560 000 DH,2,2,Vendre,Autre secteur,1.0,71.0,6-10 ans,3,50.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_Casablanca_45653986.htm,Appartement à Casablanca,Casablanca,500 000 DH,2,1,Vendre,Sidi Bernoussi,1.0,,,3,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/ville_nouvelle/appartements/Appartement_%C3%A0_vendre_114_m%C2%B2_%C3%A0_Mekn%C3%A8s_55591119.htm,Appartement à vendre 114 m² à Meknès,Meknès,PRIX NON SPÉCIFIÉ,2,1,Vendre,Ville Nouvelle,2.0,114.0,1-5 ans,4,300.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Vente_jolie_appartement_vide_%C3%A0_Gu%C3%A9liz__55590250.htm,Vente jolie appartement vide à Guéliz,Marrakech,980 000 DH,2,1,Vendre,Guéliz,1.0,76.0,,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_91_m%C2%B2_%C3%A0_Casablanca_55590147.htm,Appartement à vendre 91 m² à Casablanca,Casablanca,655 000 DH,3,1,Vendre,Sidi Bernoussi,1.0,91.0,6-10 ans,1,,non,oui,non,non,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/al_maghrib_al_arabi/appartements/appartement_a_vendre_55589980.htm,appartement a vendre,Kénitra,PRIX NON SPÉCIFIÉ,3,1,Vendre,Al Maghrib Al Arabi,1.0,93.0,21+ ans,3,100.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Temara_55589946.htm,Appartement à vendre 65 m² à Temara,Temara,380 000 DH,2,2,Vendre,Wifak,1.0,65.0,,3,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/oualidia/appartements/appartement__55589598.htm,appartement,Oualidia,1 600 000 DH,6,3,Vendre,Toute la ville,6.0,74.0,1-5 ans,4,,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/la_gironde/appartements/Appartement_%C3%A0_vendre_107_m%C2%B2_%C3%A0_Casablanca_55589559.htm,Appartement à vendre 107 m² à Casablanca,Casablanca,PRIX NON SPÉCIFIÉ,6,3,Vendre,La Gironde,1.0,107.0,11-20 ans,3,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/2_mars/appartements/Appartement_2_mars_85m2__55589511.htm,Appartement 2 mars 85m2,Casablanca,PRIX NON SPÉCIFIÉ,6,3,Vendre,2 Mars,1.0,85.0,,2,,non,non,non,non,non,non,non,non,non,non,non
